0,0,1,1
0,0.25,1,-0.773909836845174
0,0.5,1,-2.12905025334259
0,0.75,1,-3.11224973385814
0,1,1,-3.77944427851732
0,1.25,1,-4.18992376939315
0,1.5,1,-4.40095488797617
0,1.75,1,-4.46370866376314
0,2,1,-4.42099244707887
0,2.25,1,-4.30670190452045
0,2.5,1,-4.14650086484238
0,2.75,1,-3.95913562742497
0,3,1,-3.75791089476046
0,3.25,1,-3.55204636993775
0,3.5,1,-3.34779534953899
0,3.75,1,-3.14930765786277
0,4,1,-2.95926756234248
0,4.25,1,-2.77935254515944
0,4.5,1,-2.6105575405557
0,4.75,1,-2.45342171851982
0,5,1,-2.30818627525469
0,5.25,1,-2.17490409794645
0,5.5,1,-2.05351618331262
0,5.75,1,-1.94390522522398
0,6,1,-1.84593354834038
0,6.25,1,-1.75947022927218
0,6.5,1,-1.68441053677629
0,6.75,1,-1.62068952547845
0,7,1,-1.56829059177418
0,7.25,1,-1.52724898298459
0,7.5,1,-1.49764967101205
0,7.75,1,-1.47961878639779
0,8,1,-1.47330814544246
0,8.25,1,-1.47887342455527
0,8.5,1,-1.49644812934586
0,8.75,1,-1.52611715923717
0,9,1,-1.56789465940019
0,9.25,1,-1.6217102861963
0,9.5,1,-1.68740597159248
0,9.75,1,-1.76474256956872
0,10,1,-1.85341356756349
0,10.25,1,-1.95306212299922
0,10.5,1,-2.06329805207887
0,10.75,1,-2.1837125138844
0,11,1,-2.3138893650796
0,11.25,1,-2.45341310739207
0,11.5,1,-2.60187389490752
0,11.75,1,-2.75887027592229
0,12,1,-2.92401033940246
0,12.25,1,-3.09691183000679
0,12.5,1,-3.27720166116285
0,12.75,1,-3.46451513079335
0,13,1,-3.65849504351292
0,13.25,1,-3.85879086823867
0,13.5,1,-4.06505800754301
0,13.75,1,-4.27695721953237
0,14,1,-4.49415420973977
0,14.25,1,-4.71631939558625
0,14.5,1,-4.94312783653535
0,14.75,1,-5.17425931717488
0,15,1,-5.40939856678624
0.25,0,3.84717500821516,1
0.25,0.25,3.78450174875359,-0.67459044564477
0.25,0.5,3.72100369903293,-1.95130556581188
0.25,0.75,3.65668564831464,-2.87686683286965
0.25,1,3.59156943522867,-3.50624423287447
0.25,1.25,3.5256979273272,-3.89676804131457
0.25,1.5,3.45913422693489,-4.10293422477811
0.25,1.75,3.39195675225334,-4.17273655256191
0.25,2,3.32425217335382,-4.14584359410249
0.25,2.25,3.25610838097703,-4.0533839505612
0.25,2.5,3.18760894682181,-3.91879019215733
0.25,2.75,3.11882956951283,-3.75913273436213
0.25,3,3.0498363025886,-3.58652886230406
0.25,3.25,2.98068505975224,-3.40939904582003
0.25,3.5,2.91142187710928,-3.23348548964056
0.25,3.75,2.84208352571098,-3.06263076229154
0.25,4,2.77269820420182,-2.89935109331977
0.25,4.25,2.70328615369991,-2.74524853255298
0.25,4.5,2.63386011523394,-2.60130297052801
0.25,4.75,2.56442560016524,-2.46807739187611
0.25,5,2.49498097624185,-2.34586170834005
0.25,5.25,2.42551739585969,-2.23477364923328
0.25,5.5,2.35601861655686,-2.13482982130484
0.25,5.75,2.28646079279076,-2.04599603914442
0.25,6,2.21681235674646,-1.96822307584086
0.25,6.25,2.1470341552451,-1.90147179889354
0.25,6.5,2.07708006479083,-1.8457300085074
0.25,6.75,2.00689835224968,-1.80102204378142
0.25,7,1.93643405516863,-1.767411332148
0.25,7.25,1.8656325804635,-1.74499560378855
0.25,7.5,1.79444452045672,-1.7338946254019
0.25,7.75,1.72283135087422,-1.73423114133581
0.25,8,1.65077127129736,-1.74610714095041
0.25,8.25,1.57826413261387,-1.76957912136222
0.25,8.5,1.50533436599117,-1.80463689965751
0.25,8.75,1.4320311936837,-1.85119005913088
0.25,9,1.35842606974166,-1.9090642247231
0.25,9.25,1.28460798949948,-1.97800678877889
0.25,9.5,1.21067772683311,-2.05769955418881
0.25,9.75,1.13674208209973,-2.14777479598686
0.25,10,1.06290893739738,-2.2478315159492
0.25,10.25,0.989283513459812,-2.35744968426901
0.25,10.5,0.915965873062815,-2.4762014258353
0.25,10.75,0.843049497522079,-2.6036590208786
0.25,11,0.770620673743249,-2.7394001262684
0.25,11.25,0.698758428901932,-2.88301083781894
0.25,11.5,0.627534794097891,-3.03408722098083
0.25,11.75,0.557015235544756,-3.19223584286081
0.25,12,0.487259144769574,-3.3570737133151
0.25,12.25,0.418320321208629,-3.52822792442183
0.25,12.5,0.350247410735613,-3.70533518085682
0.25,12.75,0.2830842838539,-3.88804134106258
0.25,13,0.216870349994745,-4.07600103756518
0.25,13.25,0.151640811843265,-4.26887740973832
0.25,13.5,0.0874268676237659,-4.46634195926976
0.25,13.75,0.0242558710715171,-4.66807452396125
0.25,14,-0.0378485407541946,-4.87376335661171
0.25,14.25,-0.0988663420537903,-5.08310529072544
0.25,14.5,-0.158781026375597,-5.29580597237868
0.25,14.75,-0.217579520449731,-5.51158013693158
0.25,15,-0.275252097274277,-5.73015190984829
0.5,0,5.87227308553642,1
0.5,0.25,5.74963281798577,-0.576887220272429
0.5,0.5,5.62539289832981,-1.77728835810134
0.5,0.75,5.49958668439633,-2.64747358435689
0.5,1,5.37228384635482,-3.24107458098523
0.5,1.25,5.24359518965442,-3.61314942726953
0.5,1.5,5.11366808541965,-3.81524039690249
0.5,1.75,4.98267482738416,-3.89212921614075
0.5,2,4.85079823107352,-3.88042707912776
0.5,2.25,4.71821846658777,-3.80863792810376
0.5,2.5,4.58510336848333,-3.69811663993408
0.5,2.75,4.45160264812473,-3.56439166663137
0.5,3,4.31784531444107,-3.41849503067548
0.5,3.25,4.18393923774289,-3.26811840568486
0.5,3.5,4.04997188025143,-3.11853730682206
0.5,3.75,3.91601147798651,-2.97331246587656
0.5,4,3.78210822341395,-2.83480485403462
0.5,4.25,3.64829520443453,-2.70454618037606
0.5,4.5,3.51458899886599,-2.58350224780045
0.5,4.75,3.38098992275513,-2.47225905756642
0.5,5,3.24748200788688,-2.37115413767838
0.5,5.25,3.11403285798072,-2.28036934752472
0.5,5.5,2.98059361804776,-2.19999656159205
0.5,5.75,2.84709939298383,-2.13008397608611
0.5,6,2.71347056241783,-2.07066804785499
0.5,6.25,2.57961553081061,-2.02179404315599
0.5,6.5,2.44543546755258,-1.98352672420709
0.5,6.75,2.31083144656921,-1.95595183405095
0.5,7,2.17571400280021,-1.93916884669486
0.5,7.25,2.04001446050864,-1.93327601025568
0.5,7.5,1.90369658010099,-1.93834991879005
0.5,7.75,1.76676642700023,-1.95442325101417
0.5,8,1.62927828444491,-1.98146515872208
0.5,8.25,1.49133514084717,-2.01936838904704
0.5,8.5,1.35308360698501,-2.06794547055149
0.5,8.75,1.21470450804297,-2.12693383961631
0.5,9,1.07640125769022,-2.19600767288838
0.5,9.25,0.938388192146297,-2.27479318146547
0.5,9.5,0.80088048303416,-2.36288430022695
0.5,9.75,0.664086444833068,-2.4598566254641
0.5,10,0.528202347955493,-2.56527854462618
0.5,10.25,0.393409403953961,-2.67871937608015
0.5,10.5,0.259872404728374,-2.79975486248712
0.5,10.75,0.127739493028807,-2.92797058038062
0.5,11,-0.0028573715981981,-3.06296384673472
0.5,11.25,-0.131801573297009,-3.20434462066006
0.5,11.5,-0.25899084289625,-3.35173578312175
0.5,11.75,-0.384336235726529,-3.50477306666586
0.5,12,-0.507761156630023,-3.66310481583515
0.5,12.25,-0.629200464821901,-3.82639169028622
0.5,12.5,-0.74859966682531,-3.99430637415191
0.5,12.75,-0.865914191935995,-4.16653332267233
0.5,13,-0.98110873795545,-4.34276855639199
0.5,13.25,-1.09415667263996,-4.52271950078376
0.5,13.5,-1.20503947664864,-4.70610486240458
0.5,13.75,-1.31374621554737,-4.89265452967798
0.5,14,-1.42027303087159,-5.0821094858032
0.5,14.25,-1.52462264288863,-5.27422172217605
0.5,14.5,-1.62680386023467,-5.46875414243543
0.5,14.75,-1.72683109386239,-5.6654804493859
0.5,15,-1.82472387463055,-5.86418500928116
0.75,0,7.11477447892945,1
0.75,0.25,6.93654111836891,-0.480674787651199
0.75,0.5,6.75606181667086,-1.60668429798314
0.75,0.75,6.57342713849857,-2.42348339547873
0.75,1,6.38878392040894,-2.98299732805893
0.75,1.25,6.20233756763847,-3.3377268011408
0.75,1.5,6.01434112191327,-3.53611468284201
0.75,1.75,5.82507581822209,-3.61972659402037
0.75,2,5.63482971755085,-3.62221272626505
0.75,2.25,5.44387960559335,-3.56959437226169
0.75,2.5,5.25247850973326,-3.48129234378716
0.75,2.75,5.06084875956465,-3.37141384031672
0.75,3,4.86917925487487,-3.24999547799761
0.75,3.25,4.67762534201882,-3.12406107090054
0.75,3.5,4.48630996547388,-2.99845749879739
0.75,3.75,4.29532518078035,-2.8764854997
0.75,4,4.10473349915896,-2.76036215581999
0.75,4.25,3.9145688293033,-2.65155408053857
0.75,4.5,3.72483700064436,-2.5510151132226
0.75,4.75,3.53551602802116,-2.45935511399812
0.75,5,3.3465564418244,-2.37695961201556
