0,2,4
0.004,2.00383956997644,3.99200767886574
0.008,2.00768002915685,3.98403071774656
0.012,2.01152150730496,3.97606912045786
0.016,2.01536413381446,3.96812289133504
0.0259522605109618,2.02493065892202,3.94841887512321
0.0359045210219236,2.03450706994983,3.92881011501734
0.0458567815328854,2.04409533642253,3.90929671912119
0.0558090420438472,2.05369741969023,3.88987881525641
0.0655587732153911,2.06311938027123,3.87094880612086
0.075308504386935,2.07255831136079,3.85211073979561
0.0850582355584788,2.08201604618832,3.83336479060489
0.0948079667300227,2.09149441818612,3.8147111508885
0.103558872303692,2.10002084768744,3.79804729209158
0.112309777877361,2.10856671036318,3.7814581313193
0.12106068345103,2.11713333984904,3.7649438444279
0.129811589024699,2.12572207460429,3.74850461904466
0.137983856729249,2.13376404265516,3.73322036436631
0.146156124433798,2.14182756163032,3.71800191809945
0.154328392138348,2.14991373815589,3.70284946086315
0.162500659842898,2.15802368584765,3.68776318240165
0.170288692737581,2.16577547667778,3.67344798090792
0.178076725632264,2.17355085166257,3.65919324180334
0.185864758526948,2.18135079633437,3.64499915258507
0.193652791421631,2.18917630466449,3.63086590849664
0.201163436609081,2.19674824319058,3.61729387356438
0.20867408179653,2.20434579745538,3.60377880438687
0.21618472698398,2.21196988467278,3.59032089678993
0.22369537217143,2.21962143168364,3.57692035355272
0.230996971333815,2.22708722459598,3.56394798242332
0.238298570496199,2.23458072586549,3.55103022413264
0.245600169658584,2.24210281632249,3.53816728420639
0.252901768820969,2.24965438753479,3.5253593746621
0.260042549782164,2.25706901541715,3.51288699562038
0.267183330743359,2.26451355820048,3.50046766909397
0.274324111704554,2.2719888825377,3.48810161179081
0.281464892665749,2.27949586695014,3.4757890466653
0.288481515324033,2.28690402749587,3.46374288989995
0.295498137982318,2.29434447384634,3.45174882615095
0.302514760640603,2.30181807582399,3.43980708500792
0.309531383298888,2.30932571633784,3.42791790222045
0.31645353773962,2.3167665063544,3.4162405270151
0.323375692180351,2.32424217084457,3.404614778287
0.330297846621083,2.33175359784823,3.39304090051951
0.337220001061815,2.33930168985453,3.38151914439989
0.344073192616781,2.34681160247673,3.37016377291516
0.350926384171747,2.35435925726821,3.35885999708945
0.357779575726713,2.36194557484202,3.34760807873743
0.364632767281679,2.36957149182746,3.33640828604086
0.371440215088236,2.37718665244748,3.32533512601562
0.378247662894793,2.38484277658546,3.31431394466503
0.38505511070135,2.3925408323269,3.30334502414954
